Issue ID,Issue Key,Issue Name,Issue Volume,Category,Severity,Status,Reporters,Assignees,Date Reported,Date Resolved,Issue Response Time Days,Impact Score,Risk Level,Department Affected,Remediation Steps,Cost,KPI/KRI,User ID,Timestamps,Activity Type,User Location,IP Location,Session Duration in Second,Num Files Accessed,Login Attempts,Data Transfer MB,CPU Usage %,Memory Usage MB,Threat Score,Threat Level,Defense Action,Color,Pred Threat,anomaly_score,is_anomaly,hour,Access Restricted Files
ISSUE-0134,KEY-0134,Increased Exposure due to Insufficient Data Encryption,1,Risk Exposure,High,In Progress,Reporter 9,Assignee 12,2024-10-20,2025-11-23 01:08:23.556405,399.0,34.09,Critical,HR,Steps to resolve Increased Exposure due to Insufficient Data Encryption,2475551.0,KRI,User_56,2024-10-20 15:15:00,data_modification,EU,Unknown,1938.0,26.0,6.0,4487.0,49.9512540934736,3737.0,11.718,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red,0,0,False,15,
ISSUE-0135,KEY-0135,Weak Cloud Storage Access Controls,1,Cloud Security Posture,Low,In Progress,Reporter 9,Assignee 5,2023-08-22,2025-11-23 01:08:23.556405,824.0,51.15,Critical,C-Suite Executives,Steps to resolve Weak Cloud Storage Access Controls,896785.0,KRI,User_72,2023-08-22 02:46:00,data_modification,IN,IN,900.0,26.0,15.000000000000002,3204.9999999999995,75.73852099422086,6611.0,13.93,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange,0,0,False,2,
ISSUE-0136,KEY-0136,Unresolved Vulnerabilities from Latest Penetration Test,1,Penetration Testing Effectiveness,Medium,In Progress,Reporter 10,Assignee 15,2024-10-05,2025-11-23 01:08:23.556405,414.00000000000006,58.12,Critical,Finance,Steps to resolve Unresolved Vulnerabilities from Latest Penetration Test,327817.50000000006,KPI,User_50,2024-10-05 06:39:00,data_modification,AU,AU,900.0,26.0,15.000000000000002,10247.499999999998,25.55169383450914,5900.0,15.774,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red,0,0,False,6,
ISSUE-0137,KEY-0137,Insufficient Coverage in Annual Risk Assessment,1,Risk Assessment Coverage,Medium,Closed,Reporter 6,Assignee 4,2024-12-30,2025-01-08 00:00:00.000000,9.00000000000002,107.32,Critical,C-Suite Executives,Steps to resolve Insufficient Coverage in Annual Risk Assessment,974387.5,KPI,User_37,2024-12-30 06:55:00,file_access,UK,UK,1150.0,26.0,12.0,812.4999999999997,27.48686959446599,7250.0,25.764,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red,0,0,False,6,
ISSUE-0138,KEY-0138,Unresolved Vulnerabilities from Latest Penetration Test,1,Penetration Testing Effectiveness,High,In Progress,Reporter 10,Assignee 19,2025-10-26,2025-11-23 01:08:23.556405,28.0,88.31999999999998,Critical,Legal,Steps to resolve Unresolved Vulnerabilities from Latest Penetration Test,1656626.0000000002,KPI,User_96,2025-10-26 07:43:00,file_access,USA,USA,1473.0,31.0,13.0,925.9999999999995,66.21813838839299,3220.0,22.714,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red,0,0,False,7,
ISSUE-0139,KEY-0139,Outdated Operating System Components,1,System Vulnerability,High,In Progress,Reporter 9,Assignee 10,2025-07-27,2025-11-23 01:08:23.556405,119.00000000000004,62.27000000000001,Critical,HR,Steps to resolve Outdated Operating System Components,1416008.0,KPI,User_59,2025-07-27 22:27:00,file_access,USA,USA,1458.0,26.0,6.0,950.0000000000005,43.34586332692179,6963.0,17.504,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red,0,0,False,22,
ISSUE-0140,KEY-0140,Insufficient Coverage in Annual Risk Assessment,1,Risk Assessment Coverage,Medium,Open,Reporter 1,Assignee 1,2025-07-29,2025-11-23 01:08:23.556405,117.0,60.12,Critical,C-Suite Executives,Steps to resolve Insufficient Coverage in Annual Risk Assessment,1083502.5,KPI,User_53,2025-07-29 16:05:00,file_access,CN,CN,1094.0,26.0,15.000000000000002,2097.5000000000005,44.50103902337618,5564.0,16.174,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red,0,0,False,16,
ISSUE-0141,KEY-0141,Access by Unauthorized Personnel Detected,1,Unauthorized Access,Medium,Closed,Reporter 5,Assignee 13,2025-10-03,2025-10-04 00:00:00.000000,1.0000000000000209,62.23,Critical,HR,Steps to resolve Access by Unauthorized Personnel Detected,853177.5,KRI,User_7,2025-10-03 08:08:00,login,AU,AU,900.0,26.0,9.0,1027.5,26.73648683118408,6326.0,16.346,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red,0,0,False,8,
ISSUE-0142,KEY-0142,Weak Authentication Protocols,1,Access Control,Critical,Resolved,Reporter 8,Assignee 12,2024-11-06,2024-11-08 00:00:00.000000,2.0000000000000417,48.57,Critical,C-Suite Executives,Steps to resolve Weak Authentication Protocols,498301.9999999999,KPI,User_27,2024-11-06 11:25:00,login,CANADA,CANADA,986.0,26.0,13.0,2675.0,47.90617733748596,6773.0,14.864,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red,0,0,False,11,
ISSUE-0143,KEY-0143,High-Volume Distributed Denial-of-Service Attack,1,DDOS,Critical,Closed,Reporter 4,Assignee 19,2025-10-24,2025-10-27 00:00:00.000000,2.9999999999999782,26.71,Critical,Finance,Steps to resolve High-Volume Distributed Denial-of-Service Attack,484088.0,KRI,User_95,2025-10-24 22:14:00,file_access,USA,UK,1161.0,28.000000000000004,10.0,8237.0,37.23133162161896,3194.0,10.342,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red,0,0,False,22,
ISSUE-0144,KEY-0144,Missing or Inaccurate Asset Records,1,Asset Inventory Accuracy,High,Open,Reporter 10,Assignee 8,2025-02-22,2025-11-23 01:08:23.556405,274.0,137.19000000000003,Critical,Sales,Steps to resolve Missing or Inaccurate Asset Records,195544.9999999999,KPI,User_36,2025-02-22 22:03:00,login,CANADA,CANADA,900.0,26.0,17.0,3545.0000000000005,35.91944603648448,3150.0,32.33800000000001,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red,0,0,False,22,
ISSUE-0145,KEY-0145,Increased Exposure due to Insufficient Data Encryption,1,Risk Exposure,High,Closed,Reporter 9,Assignee 13,2023-11-10,2023-11-19 00:00:00.000000,9.00000000000002,45.38999999999999,Critical,Legal,Steps to resolve Increased Exposure due to Insufficient Data Encryption,840272.0,KRI,User_21,2023-11-10 20:55:00,file_access,JP,JP,2434.0,28.000000000000004,13.0,2720.0,77.92269768513563,5115.0,14.128,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red,0,0,False,20,
ISSUE-0146,KEY-0146,Insufficient Coverage in Annual Risk Assessment,1,Risk Assessment Coverage,Medium,Resolved,Reporter 6,Assignee 11,2023-04-29,2023-05-02 00:00:00.000000,2.9999999999999782,46.58,Critical,IT,Steps to resolve Insufficient Coverage in Annual Risk Assessment,1651655.0,KPI,User_76,2023-04-29 12:30:00,data_modification,UK,UK,900.0,26.0,15.000000000000002,2762.4999999999995,39.38328981669613,3489.0,13.066,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red,0,0,False,12,
ISSUE-0147,KEY-0147,Unauthorized Access Leading to Data Exposure,1,Data Breach,Low,Resolved,Reporter 9,Assignee 1,2024-03-18,2024-03-21 00:00:00.000000,2.9999999999999782,68.79,Critical,Sales,Steps to resolve Unauthorized Access Leading to Data Exposure,1619980.0,KRI,User_42,2024-03-18 09:05:00,data_modification,Unknown,Unknown,900.0,30.0,9.0,6419.999999999999,66.34006973282237,6814.0,17.058000000000007,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange,0,0,False,9,
ISSUE-0148,KEY-0148,Unauthorized Access Leading to Data Exposure,1,Data Breach,High,Closed,Reporter 10,Assignee 9,2024-02-22,2024-02-29 00:00:00.000000,6.999999999999978,73.64,Critical,Sales,Steps to resolve Unauthorized Access Leading to Data Exposure,2857487.0,KRI,User_24,2024-02-22 23:37:00,login,CN,CN,1921.0,28.000000000000004,17.0,6797.0,25.868338060567204,7946.0,19.578000000000003,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red,0,0,False,23,
ISSUE-0149,KEY-0149,Unauthorized Access Leading to Data Exposure,1,Data Breach,Medium,Closed,Reporter 7,Assignee 19,2023-05-26,2023-05-31 00:00:00.000000,5.00000000000002,66.55,Critical,Sales,Steps to resolve Unauthorized Access Leading to Data Exposure,159872.50000000012,KRI,User_64,2023-05-26 09:25:00,file_access,DE,DE,1830.0,26.0,6.0,7764.999999999997,76.36084226466329,6250.0,17.560000000000006,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red,0,0,False,9,
ISSUE-0150,KEY-0150,Weak Cloud Storage Access Controls,1,Cloud Security Posture,High,In Progress,Reporter 4,Assignee 2,2023-02-21,2025-11-23 01:08:23.556405,1006.0,58.48,Critical,HR,Steps to resolve Weak Cloud Storage Access Controls,209825.00000000003,KRI,User_95,2023-02-21 19:16:00,file_access,FR,FR,1215.0,26.0,13.0,751.9999999999999,24.049168732006688,4300.0,16.595999999999997,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red,0,0,False,19,
ISSUE-0151,KEY-0151,Access by Unauthorized Personnel Detected,1,Unauthorized Access,High,Closed,Reporter 9,Assignee 2,2025-09-25,2025-10-03 00:00:00.000000,7.999999999999999,94.39000000000004,Critical,C-Suite Executives,Steps to resolve Access by Unauthorized Personnel Detected,1933643.0,KRI,User_20,2025-09-25 21:35:00,data_modification,USA,USA,900.0,28.000000000000004,6.0,3383.0000000000005,20.409176268071143,5003.0,23.778,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red,0,0,False,21,
ISSUE-0152,KEY-0152,Non-Compliance with Data Protection Regulations,1,Legal Compliance,Low,In Progress,Reporter 6,Assignee 14,2023-12-24,2025-11-23 01:08:23.556405,700.0,61.51,Critical,Operations,Steps to resolve Non-Compliance with Data Protection Regulations,1100960.0,KRI,User_63,2023-12-24 05:25:00,data_modification,CN,CN,900.0,26.0,12.0,5312.5,66.74250021036309,6060.0,16.002,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange,0,0,False,5,
ISSUE-0153,KEY-0153,Sensitive Data Leak via Misconfigured Cloud Storage,1,Data Leak,Low,Open,Reporter 7,Assignee 6,2025-10-25,2025-11-23 01:08:23.556405,29.000000000000018,33.32,Critical,Sales,Steps to resolve Sensitive Data Leak via Misconfigured Cloud Storage,267469.99999999994,KRI,User_4,2025-10-25 12:07:00,login,IN,IN,1417.0,26.0,15.000000000000002,4197.5,56.53792294251046,7773.0,10.214,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange,0,0,False,12,
ISSUE-0154,KEY-0154,Supplier Security Compliance Gaps,1,Procurement Security,Critical,Closed,Reporter 3,Assignee 6,2023-02-18,2023-02-23 00:00:00.000000,5.00000000000002,19.469999999999995,Critical,IT,Steps to resolve Supplier Security Compliance Gaps,1796954.0000000002,KPI,User_77,2023-02-18 02:36:00,file_access,Unknown,Unknown,1830.0,26.0,3.0,1409.0000000000005,64.93843801110262,4950.0,9.044,Critical,Immediate System-wide Shutdown & Investigation | Limit Data Transfer,Dark Red,0,0,False,2,
ISSUE-0155,KEY-0155,Supplier Security Compliance Gaps,1,Procurement Security,Critical,Closed,Reporter 3,Assignee 3,2023-11-04,2023-11-11 00:00:00.000000,6.999999999999978,40.190000000000005,Critical,IT,Steps to resolve Supplier Security Compliance Gaps,1234496.0000000002,KPI,User_60,2023-11-04 12:33:00,file_access,EU,EU,900.0,28.000000000000004,17.0,953.0000000000002,34.20469634678044,3876.0,13.238,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red,0,0,False,12,
ISSUE-0156,KEY-0156,Weak Cloud Storage Access Controls,1,Cloud Security Posture,Critical,Open,Reporter 9,Assignee 4,2024-03-21,2025-11-23 01:08:23.556405,612.0,14.77,Critical,Operations,Steps to resolve Weak Cloud Storage Access Controls,1143908.0000000002,KRI,User_33,2024-03-21 15:11:00,file_access,CANADA,CANADA,2810.0,26.0,17.0,7256.0,75.03050844133848,7442.0,8.654,High,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert | Limit Data Transfer,Red,1,1,True,15,
ISSUE-0157,KEY-0157,Inconsistent Review of Security Policies,1,Management Oversight,Medium,Closed,Reporter 1,Assignee 6,2023-08-08,2023-08-16 00:00:00.000000,7.999999999999999,77.94,Critical,Sales,Steps to resolve Inconsistent Review of Security Policies,1335990.0000000002,KPI,User_88,2023-08-08 15:34:00,data_modification,AU,CN,900.0,26.0,3.0,3975.000000000002,21.3943656993596,3547.0,19.538,Critical,Isolate Affected System & Restrict User Access | Limit Data Transfer,Orange-Red,0,0,False,15,
ISSUE-0158,KEY-0158,Non-Compliance with Data Protection Regulations,1,Legal Compliance,High,Closed,Reporter 6,Assignee 18,2023-05-14,2023-05-15 00:00:00.000000,1.0000000000000209,64.91,Critical,Legal,Steps to resolve Non-Compliance with Data Protection Regulations,2667632.0,KRI,User_35,2023-05-14 20:42:00,data_modification,CN,CN,1943.9999999999995,26.0,6.0,2966.0,22.026769630418013,7075.0,17.632,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red,0,0,False,20,
ISSUE-0159,KEY-0159,Missing or Inaccurate Asset Records,1,Asset Inventory Accuracy,Low,Resolved,Reporter 1,Assignee 13,2024-07-28,2024-08-07 00:00:00.000000,10.00000000000004,50.75,Critical,Legal,Steps to resolve Missing or Inaccurate Asset Records,1384942.5000000002,KPI,User_46,2024-07-28 07:51:00,login,AU,AU,900.0,26.0,9.0,1472.5,22.33712309409105,7087.0,13.7,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange,0,0,False,7,
ISSUE-0160,KEY-0160,Unresolved Vulnerabilities from Latest Penetration Test,1,Penetration Testing Effectiveness,High,In Progress,Reporter 4,Assignee 5,2025-08-13,2025-11-23 01:08:23.556405,102.00000000000004,26.06,Critical,Finance,Steps to resolve Unresolved Vulnerabilities from Latest Penetration Test,1171703.0000000002,KPI,User_83,2025-08-13 17:08:00,data_modification,IN,IN,2075.0,26.0,17.0,1192.9999999999998,59.28786575366361,6133.0,10.262,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red,0,0,False,17,
ISSUE-0161,KEY-0161,Inadequate Firewall Configurations,1,Network Security,Low,Resolved,Reporter 10,Assignee 10,2023-12-14,2023-12-19 00:00:00.000000,5.00000000000002,47.330000000000005,Critical,Operations,Steps to resolve Inadequate Firewall Configurations,1998642.5,KPI,User_53,2023-12-14 15:28:00,file_access,Unknown,Unknown,943.0,26.0,15.000000000000002,2635.0000000000005,35.032845791243616,6033.0,12.816,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange,0,0,False,15,
ISSUE-0162,KEY-0162,Detected Malware Infiltration in Internal Systems,1,Malware,High,Open,Reporter 5,Assignee 19,2023-10-21,2025-11-23 01:08:23.556405,764.0,78.7,Critical,External Contractors,Steps to resolve Detected Malware Infiltration in Internal Systems,2883971.0,KRI,User_33,2023-10-21 14:19:00,login,UK,UK,1856.0,39.0,13.0,1027.9999999999998,37.40260339693452,7925.0,20.790000000000003,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red,0,0,False,14,
ISSUE-0163,KEY-0163,Weak Authentication Protocols,1,Access Control,Medium,Open,Reporter 6,Assignee 14,2025-02-11,2025-11-23 01:08:23.556405,285.0,78.67,Critical,Operations,Steps to resolve Weak Authentication Protocols,1069522.5,KPI,User_96,2025-02-11 23:51:00,file_access,EU,UK,1137.0,26.0,15.000000000000002,12645.0,37.69942863271556,3664.0,19.884,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red,0,0,False,23,
ISSUE-0164,KEY-0164,High-Volume Distributed Denial-of-Service Attack,1,DDOS,Low,Closed,Reporter 4,Assignee 13,2024-10-23,2024-10-31 00:00:00.000000,7.999999999999999,13.66,Critical,HR,Steps to resolve High-Volume Distributed Denial-of-Service Attack,1896035.0,KRI,User_66,2024-10-23 10:58:00,login,EU,EU,1114.0,26.0,12.0,8870.0,27.113240532740647,6445.0,6.282,Medium,Log Activity for Reference | Limit Data Transfer,Light Yellow,3,3,False,10,
ISSUE-0165,KEY-0165,High-Volume Distributed Denial-of-Service Attack,1,DDOS,Low,Open,Reporter 7,Assignee 15,2023-12-14,2025-11-23 01:08:23.556405,710.0,77.00000000000001,Critical,External Contractors,Steps to resolve High-Volume Distributed Denial-of-Service Attack,1971695.0,KRI,User_7,2023-12-14 15:52:00,data_modification,EU,EU,1001.0,26.0,6.0,8377.499999999998,79.8549392101967,4066.0,18.95,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange,0,0,False,15,
ISSUE-0166,KEY-0166,High-Volume Distributed Denial-of-Service Attack,1,DDOS,Medium,Resolved,Reporter 3,Assignee 20,2025-06-21,2025-06-30 00:00:00.000000,9.00000000000002,41.53999999999999,Critical,Operations,Steps to resolve High-Volume Distributed Denial-of-Service Attack,1388530.0000000002,KRI,User_46,2025-06-21 06:27:00,file_access,EU,EU,900.0,26.0,15.000000000000002,2854.9999999999995,22.0042161080442,3481.0,12.457999999999998,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red,0,0,False,6,
ISSUE-0167,KEY-0167,Unresolved Vulnerabilities from Latest Penetration Test,1,Penetration Testing Effectiveness,Low,Open,Reporter 9,Assignee 9,2024-01-06,2025-11-23 01:08:23.556405,687.0,63.07999999999999,Critical,Operations,Steps to resolve Unresolved Vulnerabilities from Latest Penetration Test,2038762.5,KPI,User_57,2024-01-06 00:27:00,file_access,CN,CN,1660.0,26.0,18.0,1020.0000000000005,53.2775691377557,6560.0,16.166,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange,0,0,False,0,
ISSUE-0168,KEY-0168,Outdated Operating System Components,1,System Vulnerability,High,Resolved,Reporter 2,Assignee 10,2025-03-18,2025-03-22 00:00:00.000000,4.0,76.43,Critical,Sales,Steps to resolve Outdated Operating System Components,357340.99999999994,KPI,User_44,2025-03-18 00:41:00,file_access,EU,FR,900.0,26.0,10.0,1913.0000000000005,23.167548367128475,7271.0,20.136000000000003,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red,0,0,False,0,
ISSUE-0169,KEY-0169,Insufficient Coverage in Annual Risk Assessment,1,Risk Assessment Coverage,High,Closed,Reporter 8,Assignee 12,2023-11-22,2023-11-25 00:00:00.000000,2.9999999999999782,66.23,Critical,Legal,Steps to resolve Insufficient Coverage in Annual Risk Assessment,2079782.0,KPI,User_75,2023-11-22 23:25:00,data_modification,DE,IN,900.0,26.0,3.0,793.9999999999999,30.10901203037781,5419.0,17.546000000000003,Critical,Escalate to Security Operations Center (SOC) & Block User | Limit Data Transfer,Red,0,0,False,23,
ISSUE-0170,KEY-0170,Missing or Inaccurate Asset Records,1,Asset Inventory Accuracy,Medium,Resolved,Reporter 3,Assignee 3,2023-10-28,2023-11-02 00:00:00.000000,5.00000000000002,58.17,Critical,IT,Steps to resolve Missing or Inaccurate Asset Records,1253812.5,KPI,User_4,2023-10-28 22:23:00,login,USA,USA,900.0,30.0,9.0,642.5,63.92217548160289,7995.0,15.884,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red,0,0,False,22,
ISSUE-0171,KEY-0171,Unauthorized Access Leading to Data Exposure,1,Data Breach,Low,In Progress,Reporter 3,Assignee 7,2024-03-28,2025-11-23 01:08:23.556405,605.0000000000001,51.11,Critical,Operations,Steps to resolve Unauthorized Access Leading to Data Exposure,2491932.5,KRI,User_59,2024-03-28 08:53:00,data_modification,Unknown,Unknown,946.0,26.0,12.0,770.0,73.85059340014794,6701.0,13.922,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange,0,0,False,8,
ISSUE-0172,KEY-0172,Weak Authentication Protocols,1,Access Control,Critical,Resolved,Reporter 4,Assignee 16,2025-09-21,2025-09-27 00:00:00.000000,6.000000000000041,7.729999999999999,High,IT,Steps to resolve Weak Authentication Protocols,2457362.0,KPI,User_75,2025-09-21 07:19:00,login,CANADA,CANADA,985.0,26.0,6.0,1616.0000000000005,77.70029705848674,7160.0,6.746,Medium,Increase Monitoring & Investigate | Limit Data Transfer,Orange,3,3,False,7,
ISSUE-0173,KEY-0173,Unresolved Vulnerabilities from Latest Penetration Test,1,Penetration Testing Effectiveness,High,Open,Reporter 8,Assignee 4,2024-10-12,2025-11-23 01:08:23.556405,407.0,60.64,Critical,HR,Steps to resolve Unresolved Vulnerabilities from Latest Penetration Test,920588.0,KPI,User_58,2024-10-12 19:06:00,login,CANADA,DE,900.0,26.0,13.0,4262.0,39.07911147735809,6927.0,17.178,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red,0,0,False,19,
ISSUE-0174,KEY-0174,Insufficient Access Control Measures,1,Control Effectiveness,Low,Closed,Reporter 10,Assignee 16,2025-10-09,2025-10-16 00:00:00.000000,6.999999999999978,53.36,Critical,Legal,Steps to resolve Insufficient Access Control Measures,2083112.5,KPI,User_84,2025-10-09 04:11:00,file_access,CANADA,EU,1557.0,30.0,12.0,3407.5,63.4705601511028,3692.0,14.022,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange,0,0,False,4,
ISSUE-0175,KEY-0175,Detected Malware Infiltration in Internal Systems,1,Malware,High,Resolved,Reporter 2,Assignee 7,2025-06-02,2025-06-11 00:00:00.000000,9.00000000000002,56.71,Critical,IT,Steps to resolve Detected Malware Infiltration in Internal Systems,2435468.0,KRI,User_85,2025-06-02 02:14:00,login,FR,FR,900.0,26.0,13.0,2857.9999999999995,56.32793661490432,4744.0,16.241999999999997,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red,0,0,False,2,
ISSUE-0176,KEY-0176,Outdated Operating System Components,1,System Vulnerability,High,In Progress,Reporter 8,Assignee 9,2025-06-10,2025-11-23 01:08:23.556405,166.00000000000003,77.33,Critical,IT,Steps to resolve Outdated Operating System Components,1291109.0,KPI,User_53,2025-06-10 07:50:00,login,CN,CN,900.0,26.0,3.0,10339.999999999998,44.40747799945856,4502.0,20.166000000000004,Critical,Escalate to Security Operations Center (SOC) & Block User | Limit Data Transfer,Red,0,0,False,7,
ISSUE-0177,KEY-0177,Incomplete Risk Management Framework,1,Risk Management Maturity,Critical,Closed,Reporter 3,Assignee 2,2023-11-06,2023-11-10 00:00:00.000000,4.0,67.29,Critical,Legal,Steps to resolve Incomplete Risk Management Framework,1095973.9999999998,KPI,User_26,2023-11-06 21:46:00,login,DE,DE,1495.0,26.0,21.0,3968.000000000001,57.25662627067387,4613.0,18.658,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red,0,0,False,21,
ISSUE-0178,KEY-0178,Increased Exposure due to Insufficient Data Encryption,1,Risk Exposure,Medium,Open,Reporter 6,Assignee 3,2024-01-10,2025-11-23 01:08:23.556405,683.0,54.98,Critical,HR,Steps to resolve Increased Exposure due to Insufficient Data Encryption,1396305.0,KRI,User_8,2024-01-10 21:27:00,login,CN,CN,900.0,26.0,21.0,2347.5,40.06896866276255,5313.0,15.146,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red,0,0,False,21,
ISSUE-0179,KEY-0179,Supplier Security Compliance Gaps,1,Procurement Security,Low,Closed,Reporter 6,Assignee 1,2025-06-28,2025-07-01 00:00:00.000000,2.9999999999999782,47.86,Critical,Sales,Steps to resolve Supplier Security Compliance Gaps,684867.5000000001,KPI,User_86,2025-06-28 01:33:00,file_access,UK,CANADA,900.0,33.0,15.000000000000002,637.4999999999997,73.7298110830065,3055.0,12.722,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange,0,0,False,1,
ISSUE-0180,KEY-0180,Insufficient Access Control Measures,1,Control Effectiveness,Low,Closed,Reporter 7,Assignee 5,2024-08-19,2024-08-28 00:00:00.000000,9.00000000000002,41.17,Critical,Sales,Steps to resolve Insufficient Access Control Measures,254790.00000000012,KPI,User_42,2024-08-19 15:07:00,file_access,Unknown,Unknown,2102.0,26.0,6.0,4842.5,76.89407008451258,6437.0,11.934,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange,0,0,False,15,
ISSUE-0181,KEY-0181,Weak Cloud Storage Access Controls,1,Cloud Security Posture,Medium,Closed,Reporter 5,Assignee 1,2024-04-05,2024-04-08 00:00:00.000000,2.9999999999999782,73.67,Critical,C-Suite Executives,Steps to resolve Weak Cloud Storage Access Controls,588995.0000000001,KRI,User_35,2024-04-05 08:40:00,file_access,EU,EU,1359.0,26.0,12.0,9414.999999999998,55.75956996885069,4336.0,18.484,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red,0,0,False,8,
ISSUE-0182,KEY-0182,Sensitive Data Leak via Misconfigured Cloud Storage,1,Data Leak,Low,Open,Reporter 1,Assignee 8,2023-07-30,2025-11-23 01:08:23.556405,846.9999999999999,37.38,Critical,IT,Steps to resolve Sensitive Data Leak via Misconfigured Cloud Storage,1198412.5000000002,KRI,User_83,2023-07-30 13:16:00,login,Unknown,Unknown,1496.0,26.0,18.0,905.0000000000005,52.62770780147693,7474.0,11.026,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange,0,0,False,13,
ISSUE-0183,KEY-0183,High-Volume Distributed Denial-of-Service Attack,1,DDOS,Medium,In Progress,Reporter 7,Assignee 11,2024-02-03,2025-11-23 01:08:23.556405,659.0,67.12,Critical,HR,Steps to resolve High-Volume Distributed Denial-of-Service Attack,1891797.5,KRI,User_94,2024-02-03 21:44:00,data_modification,AU,JP,900.0,26.0,15.000000000000002,1520.0000000000002,34.4902643771955,6237.0,17.724000000000004,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red,0,0,False,21,
ISSUE-0184,KEY-0184,Insufficient Access Control Measures,1,Control Effectiveness,Critical,In Progress,Reporter 6,Assignee 7,2023-05-04,2025-11-23 01:08:23.556405,934.0,2.0000000000000004,Low,HR,Steps to resolve Insufficient Access Control Measures,2939534.0,KPI,User_21,2023-05-04 18:38:00,data_modification,EU,EU,1387.0,28.000000000000004,31.0,887.0000000000003,28.08229876198757,3914.0,4.6,Medium,Increase Monitoring & Investigate | Limit Data Transfer,Orange,3,3,False,18,
